Underlying,Date,T,r,E,Pobs,volatility,Delta,Vega,Gamma
0.31997000000000003,2023-08-24,0.3373015873015873,0.0005,0.3,0.008400000000000001,0.23022348839793627,-0.2911269884616622,0.06372629976095677,8.015528532615896
0.32298000000000004,2023-08-25,0.3333333333333333,0.0005,0.3,0.0070999999999999995,0.22406944124385342,-0.2622236894773182,0.06075057039083867,7.7971829249359725
0.3237,2023-08-28,0.32142857142857145,0.0005,0.3,0.006730000000000001,0.22507691122439621,-0.2543334151544011,0.05884955942139328,7.7632289130328935
0.32841000000000004,2023-08-29,0.31746031746031744,0.0005,0.3,0.0056,0.22617352093624568,-0.21917626642366683,0.054670674568127776,7.059768852624183
0.32879,2023-08-30,0.3134920634920635,0.0005,0.3,0.0052,0.22180545979877148,-0.211497944630203,0.05327684019198743,7.087653474783533
0.32776,2023-08-31,0.30952380952380953,0.0005,0.3,0.00519,0.21877392491200057,-0.21498796748093996,0.05327881242598975,7.324078893783178
0.32866,2023-09-01,0.3055555555555556,0.0005,0.3,0.00492,0.2186600741198243,-0.20708518683238952,0.05192885768616199,7.195407458818359
0.32991000000000004,2023-09-07,0.28174603174603174,0.0005,0.3,0.00467,0.22786713901902836,-0.1983889758120343,0.0487874014160108,6.981957801538926
0.32077,2023-09-20,0.23015873015873015,0.0005,0.3,0.0056500000000000005,0.2290843279518512,-0.252993641002321,0.049210871075277725,9.07090736997767
0.31953,2023-09-21,0.2261904761904762,0.0005,0.3,0.0062,0.2356552085184044,-0.2677024011765674,0.05003196675895549,9.193331881881424
0.31701,2023-09-22,0.2222222222222222,0.0005,0.3,0.006860000000000001,0.2368779487786792,-0.29091221625789565,0.051229158129070564,9.684097979787719
0.31754000000000004,2023-09-25,0.21031746031746032,0.0005,0.3,0.0064800000000000005,0.23887838276360895,-0.2828445317490864,0.04926047947828742,9.724103548996938
0.31214,2023-09-26,0.20634920634920634,0.0005,0.3,0.008199999999999999,0.24205999710692291,-0.3384536698387445,0.051863047658057944,10.656960478371497
0.31279,2023-09-27,0.20238095238095238,0.0005,0.3,0.008,0.24477553431923565,-0.3317388173662925,0.051066487211679126,10.536409025704177
0.31364,2023-09-28,0.1984126984126984,0.0005,0.3,0.0070999999999999995,0.2348177703202934,-0.3162033716794823,0.049709630126249224,10.84619024556497
0.31575,2023-09-29,0.19444444444444445,0.0005,0.3,0.00605,0.2285858222578384,-0.2880806518157891,0.0475112721893456,10.721736049773371
0.32180000000000003,2023-10-02,0.18253968253968253,0.0005,0.3,0.00474,0.24178435498144896,-0.23220867795639422,0.04197121797640618,9.18319922323728
0.31339,2023-10-03,0.17857142857142858,0.0005,0.3,0.0077,0.25841983367495774,-0.32445332481141476,0.04763110021779378,10.509511478555847
0.318955,2023-10-04,0.1746031746031746,0.0005,0.3,0.0057,0.25324746152221633,-0.2634615810258021,0.04352480105220068,9.675662894871257
0.31936000000000003,2023-10-05,0.17063492063492064,0.0005,0.3,0.00531,0.24951284652691993,-0.2549132080148583,0.04235363684431041,9.753687648814456
0.32188,2023-08-21,0.3492063492063492,0.0005,0.305,0.0091,0.2192048309435766,-0.31491670141177175,0.06756234249513157,8.518918454167302
0.32245999999999997,2023-08-22,0.34523809523809523,0.0005,0.305,0.00902,0.22199601240690076,-0.3108952579473786,0.0669268728751069,8.398175550341866
